best_3hr,best_6hr,daytime_weighted_mean,reliability_score,disruption_penalty,daily_score,category,prime_measurable_precip_fraction,prime_heavy_precip_fraction,prime_thunder_fraction,prime_gusty_fraction,prime_score_drop_fraction,prime_tail_clean_fraction,daytime_mean_dewpoint,daytime_mean_gust,explanation,sample_name,requested_lat,requested_lon,resolved_lat,resolved_lon
73.7,70.9,63.8,58.5,2.0,65.1,Pleasant,0.0,0.0,0.0,0.0,0.313,1.0,59.8,18.4,Excellent temperature profile. Persistent overcast suppressed elite potential.,best_point,38.0,-78.0,38.0,-78.0
12.4,8.0,4.4,20.0,14.7,0.0,Poor,0.205,0.0,0.0,0.538,0.0,0.375,36.4,29.2,Temperature profile limited outdoor comfort. Repeated prime-hour precipitation reduced the usable window. Persistent overcast suppressed elite potential.,region_center,44.75,-87.0,44.75,-87.0
