best_3hr,best_6hr,daytime_weighted_mean,reliability_score,disruption_penalty,daily_score,category,prime_measurable_precip_fraction,prime_heavy_precip_fraction,prime_thunder_fraction,prime_gusty_fraction,prime_score_drop_fraction,prime_tail_clean_fraction,daytime_mean_dewpoint,daytime_mean_gust,explanation,sample_name,requested_lat,requested_lon,resolved_lat,resolved_lon
87.2,84.6,80.2,91.0,0.0,84.9,Ideal,0.0,0.0,0.0,0.0,0.0,1.0,29.6,7.0,Excellent temperature profile. Clean prime hours preserved high reliability.,best_point,25.5,-106.5,25.5,-106.5
51.7,45.9,29.7,23.7,4.9,33.1,Poor,0.0,0.0,0.0,0.257,0.0,1.0,27.7,25.8,Temperature profile limited outdoor comfort. Persistent overcast suppressed elite potential. Gusty conditions reduced outdoor comfort.,region_center,37.0,-98.25,38.0,-99.0
