best_3hr,best_6hr,daytime_weighted_mean,reliability_score,disruption_penalty,daily_score,category,prime_measurable_precip_fraction,prime_heavy_precip_fraction,prime_thunder_fraction,prime_gusty_fraction,prime_score_drop_fraction,prime_tail_clean_fraction,daytime_mean_dewpoint,daytime_mean_gust,explanation,sample_name,requested_lat,requested_lon,resolved_lat,resolved_lon
85.0,83.3,81.2,94.2,0.0,85.0,Ideal,0.0,0.0,0.0,0.0,0.0,1.0,52.6,13.3,Excellent temperature profile. Clean prime hours preserved high reliability.,best_point,35.0,-64.5,35.0,-64.5
66.7,66.7,62.0,51.5,10.3,52.2,Fair,0.205,0.0,0.0,0.889,0.0,0.375,57.2,27.7,Excellent temperature profile. Repeated prime-hour precipitation reduced the usable window. Persistent overcast suppressed elite potential.,region_center,42.25,-74.25,42.5,-74.0
