best_3hr,best_6hr,daytime_weighted_mean,reliability_score,disruption_penalty,daily_score,category,prime_measurable_precip_fraction,prime_heavy_precip_fraction,prime_thunder_fraction,prime_gusty_fraction,prime_score_drop_fraction,prime_tail_clean_fraction,daytime_mean_dewpoint,daytime_mean_gust,explanation,sample_name,requested_lat,requested_lon,resolved_lat,resolved_lon
85.6,85.0,78.8,87.0,0.0,83.5,Ideal,0.0,0.0,0.0,0.0,0.0,1.0,11.6,11.9,Balanced thermodynamics and clean prime hours supported a solid outdoor day.,best_point,39.0,-117.0,39.0,-117.0
78.3,76.0,64.6,59.3,0.0,69.8,Pleasant,0.0,0.0,0.0,0.0,0.0,1.0,21.5,14.9,Balanced thermodynamics and clean prime hours supported a solid outdoor day.,region_center,40.0,-120.5,39.0,-119.5
