best_3hr,best_6hr,daytime_weighted_mean,reliability_score,disruption_penalty,daily_score,category,prime_measurable_precip_fraction,prime_heavy_precip_fraction,prime_thunder_fraction,prime_gusty_fraction,prime_score_drop_fraction,prime_tail_clean_fraction,daytime_mean_dewpoint,daytime_mean_gust,explanation,sample_name,requested_lat,requested_lon,resolved_lat,resolved_lon
89.3,88.4,84.1,95.7,0.0,88.5,Ideal,0.0,0.0,0.0,0.0,0.0,1.0,15.7,14.3,Excellent temperature profile. Clean prime hours preserved high reliability.,best_point,39.5,-104.5,39.5,-104.5
86.4,82.7,75.0,83.4,0.0,81.2,Ideal,0.0,0.0,0.0,0.345,0.0,1.0,14.9,21.6,Excellent temperature profile. Gusty conditions reduced outdoor comfort.,region_center,36.25,-112.5,36.75,-111.5
