best_3hr,best_6hr,daytime_weighted_mean,reliability_score,disruption_penalty,daily_score,category,prime_measurable_precip_fraction,prime_heavy_precip_fraction,prime_thunder_fraction,prime_gusty_fraction,prime_score_drop_fraction,prime_tail_clean_fraction,daytime_mean_dewpoint,daytime_mean_gust,explanation,sample_name,requested_lat,requested_lon,resolved_lat,resolved_lon
85.5,82.6,78.1,92.0,0.0,83.5,Ideal,0.0,0.0,0.0,0.0,0.0,1.0,24.4,16.4,Clean prime hours preserved high reliability.,best_point,42.5,-100.0,42.5,-100.0
69.9,68.1,62.7,47.0,6.1,56.9,Fair,0.0,0.0,0.0,0.743,0.14,1.0,13.6,27.5,Gusty conditions reduced outdoor comfort.,region_center,43.0,-107.75,42.5,-108.0
