best_3hr,best_6hr,daytime_weighted_mean,reliability_score,disruption_penalty,daily_score,category,prime_measurable_precip_fraction,prime_heavy_precip_fraction,prime_thunder_fraction,prime_gusty_fraction,prime_score_drop_fraction,prime_tail_clean_fraction,daytime_mean_dewpoint,daytime_mean_gust,explanation,sample_name,requested_lat,requested_lon,resolved_lat,resolved_lon
87.9,87.8,83.2,93.5,0.0,87.4,Ideal,0.0,0.0,0.0,0.0,0.0,1.0,50.6,15.2,Excellent temperature profile. Clean prime hours preserved high reliability.,best_point,33.0,-90.0,33.0,-90.0
84.5,77.4,66.9,64.2,0.0,73.2,Pleasant,0.0,0.0,0.0,0.0,0.28,1.0,34.0,14.9,Balanced thermodynamics and clean prime hours supported a solid outdoor day.,region_center,37.0,-98.25,38.0,-99.0
