best_3hr,best_6hr,daytime_weighted_mean,reliability_score,disruption_penalty,daily_score,category,prime_measurable_precip_fraction,prime_heavy_precip_fraction,prime_thunder_fraction,prime_gusty_fraction,prime_score_drop_fraction,prime_tail_clean_fraction,daytime_mean_dewpoint,daytime_mean_gust,explanation,sample_name,requested_lat,requested_lon,resolved_lat,resolved_lon
83.7,81.9,78.3,96.1,0.0,83.7,Ideal,0.0,0.0,0.0,0.0,0.0,1.0,58.3,10.9,Excellent temperature profile. Clean prime hours preserved high reliability.,best_point,35.0,-71.5,35.0,-71.5
42.4,40.0,27.5,13.8,22.0,9.8,Poor,1.0,0.0,0.0,0.0,0.0,0.0,52.8,13.4,Temperature profile limited outdoor comfort. Repeated prime-hour precipitation reduced the usable window. Persistent overcast suppressed elite potential.,region_center,42.25,-74.25,42.5,-74.0
