best_3hr,best_6hr,daytime_weighted_mean,reliability_score,disruption_penalty,daily_score,category,prime_measurable_precip_fraction,prime_heavy_precip_fraction,prime_thunder_fraction,prime_gusty_fraction,prime_score_drop_fraction,prime_tail_clean_fraction,daytime_mean_dewpoint,daytime_mean_gust,explanation,sample_name,requested_lat,requested_lon,resolved_lat,resolved_lon
76.5,76.5,73.0,85.8,0.0,77.0,Ideal,0.0,0.0,0.0,0.0,0.0,1.0,62.5,13.0,Excellent temperature profile.,best_point,32.5,-76.5,32.5,-76.5
72.1,64.2,59.4,53.1,0.4,62.0,Pleasant,0.0,0.0,0.0,0.0,0.28,1.0,60.2,11.3,Persistent overcast suppressed elite potential.,region_center,30.75,-83.5,32.5,-83.5
