best_3hr,best_6hr,daytime_weighted_mean,reliability_score,disruption_penalty,daily_score,category,prime_measurable_precip_fraction,prime_heavy_precip_fraction,prime_thunder_fraction,prime_gusty_fraction,prime_score_drop_fraction,prime_tail_clean_fraction,daytime_mean_dewpoint,daytime_mean_gust,explanation,sample_name,requested_lat,requested_lon,resolved_lat,resolved_lon
78.8,78.7,74.7,88.9,0.0,79.3,Ideal,0.0,0.0,0.0,0.0,0.0,1.0,62.2,14.7,Excellent temperature profile.,best_point,32.5,-80.0,32.5,-80.0
78.5,75.8,69.4,76.5,0.0,74.5,Poor,0.0,0.0,0.0,0.0,0.153,1.0,59.9,16.3,Excellent temperature profile.,region_center,30.75,-83.5,32.5,-83.5
