best_3hr,best_6hr,daytime_weighted_mean,reliability_score,disruption_penalty,daily_score,category,prime_measurable_precip_fraction,prime_heavy_precip_fraction,prime_thunder_fraction,prime_gusty_fraction,prime_score_drop_fraction,prime_tail_clean_fraction,daytime_mean_dewpoint,daytime_mean_gust,explanation,sample_name,requested_lat,requested_lon,resolved_lat,resolved_lon
81.0,80.9,78.4,95.4,0.0,82.7,Ideal,0.0,0.0,0.0,0.0,0.0,1.0,56.7,5.6,Excellent temperature profile. Clean prime hours preserved high reliability.,best_point,35.0,-64.5,35.0,-64.5
33.4,23.0,21.0,23.5,5.9,18.8,Poor,0.135,0.0,0.0,0.0,0.0,1.0,43.7,11.7,Temperature profile limited outdoor comfort. Early precipitation faded and the day recovered later. Persistent overcast suppressed elite potential.,region_center,42.25,-74.25,42.5,-74.0
