best_3hr,best_6hr,daytime_weighted_mean,reliability_score,disruption_penalty,daily_score,category,prime_measurable_precip_fraction,prime_heavy_precip_fraction,prime_thunder_fraction,prime_gusty_fraction,prime_score_drop_fraction,prime_tail_clean_fraction,daytime_mean_dewpoint,daytime_mean_gust,explanation,sample_name,requested_lat,requested_lon,resolved_lat,resolved_lon
84.7,82.9,79.2,93.5,0.0,84.0,Ideal,0.0,0.0,0.0,0.0,0.107,1.0,50.9,10.1,Excellent temperature profile. Persistent overcast suppressed elite potential. Clean prime hours preserved high reliability.,best_point,31.5,-114.0,31.5,-114.0
34.8,34.0,27.1,23.7,6.6,23.5,Poor,0.0,0.0,0.0,0.257,0.0,1.0,17.2,23.9,Temperature profile limited outdoor comfort. Gusty conditions reduced outdoor comfort.,region_center,40.0,-120.5,39.0,-119.5
