best_3hr,best_6hr,daytime_weighted_mean,reliability_score,disruption_penalty,daily_score,category,prime_measurable_precip_fraction,prime_heavy_precip_fraction,prime_thunder_fraction,prime_gusty_fraction,prime_score_drop_fraction,prime_tail_clean_fraction,daytime_mean_dewpoint,daytime_mean_gust,explanation,sample_name,requested_lat,requested_lon,resolved_lat,resolved_lon
87.8,86.8,80.9,90.0,0.0,85.7,Ideal,0.0,0.0,0.0,0.0,0.0,1.0,46.7,13.7,Excellent temperature profile. Clean prime hours preserved high reliability.,best_point,35.0,-79.0,35.0,-79.0
70.7,70.1,61.8,51.8,0.0,64.3,Pleasant,0.0,0.0,0.0,0.398,0.0,1.0,40.7,23.8,Persistent overcast suppressed elite potential. Gusty conditions reduced outdoor comfort.,region_center,42.25,-74.25,42.5,-74.0
