best_3hr,best_6hr,daytime_weighted_mean,reliability_score,disruption_penalty,daily_score,category,prime_measurable_precip_fraction,prime_heavy_precip_fraction,prime_thunder_fraction,prime_gusty_fraction,prime_score_drop_fraction,prime_tail_clean_fraction,daytime_mean_dewpoint,daytime_mean_gust,explanation,sample_name,requested_lat,requested_lon,resolved_lat,resolved_lon
88.7,79.0,77.0,82.6,0.0,81.1,Ideal,0.0,0.0,0.0,0.0,0.153,1.0,52.3,13.7,Balanced thermodynamics and clean prime hours supported a solid outdoor day.,best_point,42.5,-89.25,42.5,-89.25
22.5,21.0,19.6,23.7,6.6,14.8,Poor,0.0,0.0,0.0,0.257,0.0,1.0,32.5,25.4,Temperature profile limited outdoor comfort. Persistent overcast suppressed elite potential. Gusty conditions reduced outdoor comfort.,region_center,44.75,-87.0,44.75,-87.0
