best_3hr,best_6hr,daytime_weighted_mean,reliability_score,disruption_penalty,daily_score,category,prime_measurable_precip_fraction,prime_heavy_precip_fraction,prime_thunder_fraction,prime_gusty_fraction,prime_score_drop_fraction,prime_tail_clean_fraction,daytime_mean_dewpoint,daytime_mean_gust,explanation,sample_name,requested_lat,requested_lon,resolved_lat,resolved_lon
82.7,82.2,76.5,86.8,0.0,81.3,Ideal,0.0,0.0,0.0,0.0,0.0,1.0,37.2,8.6,Excellent temperature profile. Persistent overcast suppressed elite potential.,best_point,34.0,-117.0,34.0,-117.0
55.5,53.4,47.0,20.0,7.6,38.1,Poor,0.0,0.0,0.0,1.0,0.0,1.0,17.5,29.0,Temperature profile limited outdoor comfort. Persistent overcast suppressed elite potential. Gusty conditions reduced outdoor comfort.,region_center,40.0,-120.5,39.0,-119.5
