best_3hr,best_6hr,daytime_weighted_mean,reliability_score,disruption_penalty,daily_score,category,prime_measurable_precip_fraction,prime_heavy_precip_fraction,prime_thunder_fraction,prime_gusty_fraction,prime_score_drop_fraction,prime_tail_clean_fraction,daytime_mean_dewpoint,daytime_mean_gust,explanation,sample_name,requested_lat,requested_lon,resolved_lat,resolved_lon
84.3,82.9,78.1,92.5,0.0,83.4,Ideal,0.0,0.0,0.0,0.0,0.107,1.0,54.8,7.3,Excellent temperature profile. Clean prime hours preserved high reliability.,best_point,29.0,-122.0,29.0,-122.0
27.7,25.8,23.1,14.8,20.5,2.8,Poor,0.906,0.123,0.0,0.0,0.0,0.286,30.4,15.8,Temperature profile limited outdoor comfort. Repeated prime-hour precipitation reduced the usable window. Persistent overcast suppressed elite potential.,region_center,40.0,-120.5,39.0,-119.5
