best_3hr,best_6hr,daytime_weighted_mean,reliability_score,disruption_penalty,daily_score,category,prime_measurable_precip_fraction,prime_heavy_precip_fraction,prime_thunder_fraction,prime_gusty_fraction,prime_score_drop_fraction,prime_tail_clean_fraction,daytime_mean_dewpoint,daytime_mean_gust,explanation,sample_name,requested_lat,requested_lon,resolved_lat,resolved_lon
88.6,85.9,79.1,89.3,0.0,84.9,Ideal,0.0,0.0,0.0,0.0,0.0,1.0,54.0,19.3,Excellent temperature profile.,best_point,37.5,-79.0,37.5,-79.0
56.4,53.9,46.6,22.4,4.4,42.1,Poor,0.228,0.0,0.0,0.0,0.16,0.714,53.2,14.7,Temperature profile limited outdoor comfort. Repeated prime-hour precipitation reduced the usable window. Persistent overcast suppressed elite potential.,region_center,42.25,-74.25,42.5,-74.0
